,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
3471,Oregon State University (OSU),Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,A,25 Feb 2017,"No funding, was told I was near the top of the list if others decline. Please do so if you are not attending, thank you!",3.88,153.0,168.0,4.0,
3472,UChicago,Statistics,PhD,F17,Wait listed,E-mail,25 Feb 2017,I,25 Feb 2017,Please decline the offer ASAP if you decide to go to somewhere else :),,,,,
3473,University Of Chicago,A.M Statistics,Masters,F17,Wait listed,Website,24 Feb 2017,I,24 Feb 2017,,,,,,
3474,Columbia University Teachers College,Master Of Applied Statistics,Masters,F17,Accepted,E-mail,24 Feb 2017,U,24 Feb 2017,e-mail to check status,,,,,
3475,Purdue,Statistics,PhD,F17,Wait listed,E-mail,24 Feb 2017,A,24 Feb 2017,"Sent them an email asking about my status. As usual, please decline offer if you have one and aren't planning to go. Thanks.",,,,,
3476,Cornell,Statistics,PhD,F17,Wait listed,E-mail,24 Feb 2017,A,24 Feb 2017,"Sent them an email asking about my status. As usual, please decline offer if you have one and aren't planning to go. Thanks.",,,,,
3477,Virginia Tech,Statistics,PhD,F17,Accepted,E-mail,24 Feb 2017,A,24 Feb 2017,Have a masters in math. Taken several grad stats classes.,3.6,160.0,160.0,4.5,
3478,Virginia Polytechnic Institute And State University (Virginia Tech),Statistics,Masters,F17,Accepted,E-mail,24 Feb 2017,A,24 Feb 2017,I interviewed with the department a few weeks ago; I received an official offer letter on 2/24 for admission and an assistantship.,3.85,158.0,159.0,5.0,
3479,Carnegie  Mellon University (CMU),Statistics And ML,PhD,F17,Rejected,E-mail,24 Feb 2017,A,24 Feb 2017,,3.76,169.0,164.0,5.0,
3480,University Of Wisconsin–Madison (UW Madison),Statistics,PhD,F17,Accepted,E-mail,24 Feb 2017,A,24 Feb 2017,with funding,,,,,
3481,The University Of Toronto,Statistics,Masters,F17,Accepted,E-mail,23 Feb 2017,O,24 Feb 2017,Canadian with undergrad and masters from uoft.,,,,,
3482,Carniege Mellon University,Statistics/ Joint Statistics & Machine Learning,PhD,F17,Rejected,E-mail,23 Feb 2017,I,24 Feb 2017,Expected but still disappointed.,,,,,
3483,"""University Of Washington Seattle",A.M Statistics,Masters,F17,Other,Other,24 Feb 2017,A,24 Feb 2017,"To the people who heard back from UWash, did you get an email to check your application? Do they send out decisions in batches?",,,,,
3484,University Of Wisconsin - Madison,Statistics,PhD,F17,Accepted,E-mail,24 Feb 2017,I,24 Feb 2017,Guaranteed funding!,4.0,162.0,166.0,3.5,
3485,Iowa State University,Statistics,PhD,F17,Accepted,E-mail,22 Feb 2017,I,24 Feb 2017,Ranked first in the Department. Math major. Funded with TA position. Waiting for other programs,3.8,144.0,169.0,3.0,
3486,University Of California Riverside,Applied Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,U,24 Feb 2017,"official admission, Dean's Distinguished Fellowship 1st yr and TA/GSR for following yrs",,,,,
3487,"""University Of Washington",Statistics,Masters,F17,Rejected,E-mail,24 Feb 2017,U,24 Feb 2017,The official name for the program is MS-Advanced Methods and Data Analysis program.,3.65,160.0,167.0,4.0,770.0
3488,"""University Of Washington Seattle",A.M Statistics,Masters,F17,Rejected,E-mail,24 Feb 2017,U,24 Feb 2017,unexpected,,,,,
3489,Carnegie Mellon University,Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,A,24 Feb 2017,"0a/3r/3?, honors math major with research but no publications",,,,,
3490,Carneige Mellon University,A.M Statistics,PhD,F17,Rejected,E-mail,24 Feb 2017,I,24 Feb 2017,,,,,,
3491,Yale  University,A.M Statistics,PhD,F17,Rejected,E-mail,22 Feb 2017,I,24 Feb 2017,,,,,,
3492,"""University Of Washington Seattle",A.M Statistics,Masters,F17,Rejected,E-mail,23 Feb 2017,U,24 Feb 2017,Sad,,,,,
3493,Carnegie  Mellon University (CMU),Joint Machine Learning And Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,A,23 Feb 2017,,,,,,
3494,Carnagie Mellon University,Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,U,23 Feb 2017,,,,,,
3495,Carnegie Mellon University,Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,U,23 Feb 2017,,,,,,
3496,Carnagie Mellon University,Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,U,23 Feb 2017,,,,,,
3497,Carnegie  Mellon University,Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,A,23 Feb 2017,"Not surprised, but still disappointed. Congrats to everyone who got in!",3.91,161.0,168.0,4.0,
3498,"""University Of Washington Seattle",Statistics,Masters,F17,Rejected,E-mail,23 Feb 2017,U,23 Feb 2017,sad,,,,,
3499,Carnegie  Mellon University (CMU),Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,A,23 Feb 2017,(accidentally submitted this as biostatistics! sorry!),,,,,
3500,North Carolina State University,Statistics,PhD,F17,Wait listed,E-mail,23 Feb 2017,A,23 Feb 2017,,3.6,169.0,166.0,5.0,
3501,Carnegie Mellon University,Joint Statistics And Machine Learning,PhD,F17,Rejected,E-mail,23 Feb 2017,A,23 Feb 2017,,3.6,169.0,166.0,5.0,
3502,Carnegie Mellon  University (CMU),Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,U,23 Feb 2017,"Not surprised, but still very sad :(",,,,,
3503,Carnagie Mellon University,Statistics/ Joint Statistics & Machine Learning,PhD,F17,Rejected,E-mail,23 Feb 2017,A,23 Feb 2017,,3.85,168.0,163.0,6.0,
3504,NC State University (NCSU),Statistics,PhD,F17,Wait listed,E-mail,23 Feb 2017,,23 Feb 2017,,4.0,162.0,168.0,4.5,
3505,NC State University (NCSU),Statistics Phd,PhD,F17,Wait listed,E-mail,23 Feb 2017,A,23 Feb 2017,,3.85,152.0,168.0,3.5,
3506,Carnegie Mellon  University (CMU),Joint Statistics And Machine Learning Phd,PhD,F17,Rejected,E-mail,23 Feb 2017,A,23 Feb 2017,,3.85,152.0,168.0,3.5,
3507,Carnegie Mellon,Statistics,PhD,F17,Rejected,E-mail,23 Feb 2017,A,23 Feb 2017,,,,,,
3508,NCSU (North Carolina State University),Statistics,PhD,F17,Wait listed,E-mail,23 Feb 2017,A,23 Feb 2017,,,,,,
3509,University Of Toronto,Statistics,PhD,F17,Accepted,E-mail,22 Feb 2017,O,23 Feb 2017,Canadian student. Canadian undergrad an masters,,,,,
3510,UMass (Amherst),Statistics,PhD,F17,Accepted,E-mail,22 Feb 2017,A,23 Feb 2017,Grateful for this offer. Offered stipend,4.0,159.0,162.0,4.0,
3511,The University Of Rochester,Statistics,PhD,F17,Accepted,E-mail,22 Feb 2017,A,23 Feb 2017,Very excited. Offered stipend as well. :),4.0,159.0,162.0,4.0,
3512,NC State University (NCSU),A.M. Statistics,PhD,F17,Wait listed,Other,13 Feb 2017,I,23 Feb 2017,"If anyone doesn't want to go to NCSU, please withdraw, it will be really helpful....",,,,,
3513,NC State (NCSU),A.M Statistics,PhD,F17,Wait listed,Other,23 Feb 2017,I,23 Feb 2017,"If anyone doesn't want to go to NCSU, please withdraw, it will be really helpful....",,,,,
3514,University Of Virginia,Statistics,Masters,F17,Accepted,Website,23 Feb 2017,A,23 Feb 2017,,,,,,
3515,Carnegie Mellon University (CMU),Statistics,PhD,F17,Wait listed,E-mail,23 Feb 2017,I,23 Feb 2017,Please please turn town the offer if you decide not to attend. It means a hell of a lot to me... Thanks so much.,,,,,
3516,Iowa State University,Statistics,Masters,F17,Accepted,E-mail,21 Feb 2017,A,23 Feb 2017,,3.94,163.0,170.0,5.0,
3517,Iowa Sate University,Statistics,PhD,F17,Accepted,E-mail,22 Feb 2017,A,22 Feb 2017,,3.88,170.0,167.0,4.5,
3518,Iowa State University,Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,A,22 Feb 2017,"Top choice program! Emailed two days ago to ask when I would hear, and they told me I would hear back within the week. Funded with TA position and one-year fellowship.",3.84,169.0,166.0,5.0,
3519,Yale University,A.M. Statistics,PhD,F17,Rejected,E-mail,21 Feb 2017,A,21 Feb 2017,,3.65,168.0,170.0,5.0,
3520,Yale  University,A.M Statistics,PhD,F17,Rejected,E-mail,21 Feb 2017,A,21 Feb 2017,"E-mail to check website. Had interview, but did not go well. Have master's in stats already.",,,,,
3521,Yale,A.M Statistics,PhD,F17,Rejected,E-mail,21 Feb 2017,A,21 Feb 2017,,3.0,149.0,162.0,4.5,
3522,Yale University,Statistics,PhD,F17,Rejected,E-mail,21 Feb 2017,A,21 Feb 2017,Email to check website. Rejection after being interviewed over skype. Not surprised after the interview didn't go so well.,3.94,163.0,167.0,4.0,
3523,Yale,Statistics,PhD,F17,Rejected,E-mail,21 Feb 2017,A,21 Feb 2017,Expected as I didn't get an interview.,,,,,
3524,ีUniversity Of Wisconsin- Madison,Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,A,21 Feb 2017,No funding,,,,,
3525,University Of Wisconsin - Madison,Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,A,21 Feb 2017,Without funding.,3.6,169.0,166.0,5.0,
3526,University Of Wisconsin - Madison (UW-Madison),Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,A,21 Feb 2017,No funding...,,,,,
3527,UW Madison,Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,A,21 Feb 2017,Accepted wo/funding.,,,,,
3528,Virginia Tech,Statistics,Other,F17,Other,Other,21 Feb 2017,A,21 Feb 2017,"To the person who posted below, have you received an admission decision via the website or email or mail yet?  I interviewed almost two weeks ago and have not heard back, even though I was told decisions would be made by last week (2/13-2/17).",,,,,
3529,University Of Chicago,Statistics,Masters,F17,Rejected,E-mail,21 Feb 2017,U,21 Feb 2017,Sad :(,,,,,
3530,George Mason University,Statistics (stat Science),Masters,F17,Accepted,Website,21 Feb 2017,A,21 Feb 2017,,3.6,162.0,160.0,4.5,
3531,Johns Hopkins University (JHU),Applied Mathematics And Statistics (AMS),PhD,F17,Accepted,E-mail,20 Feb 2017,A,21 Feb 2017,,3.65,168.0,170.0,5.0,
3532,Stony Brook University,Applied Mathematics And Statistics (AMS),PhD,F17,Accepted,Other,21 Feb 2017,A,21 Feb 2017,to the poster below- I was admitted via phone on 1/25 but didn't receive the offer letter (via email) until 2/13.,,,,,
3533,Cambridge  University,Computational Statistics And Machine Learning,PhD,F17,Accepted,Website,21 Feb 2017,I,21 Feb 2017,"Double-major Undergrad GPA 3.63 (biggest obstacle during interviews), Master's GPA 3.91, 2 year industry experience including founding company",,,,,
3534,Oregon State University,Statistics,Masters,F17,Accepted,E-mail,20 Feb 2017,A,21 Feb 2017,No funding...yet. Was told that funding may be available if enough admits drop. 3a/5?/1r,3.44,160.0,165.0,4.5,
3535,UC  Davis,Statistics,PhD,F17,Interview,E-mail,13 Feb 2017,A,21 Feb 2017,"interviewed, then withdrew from consideration",,,,,
3536,"""University Of Washington Seattle",Statistics,PhD,F17,Rejected,E-mail,19 Jan 2017,A,21 Feb 2017,,,,,,
3537,UC Berkeley,Statistics,PhD,F17,Accepted,E-mail,10 Feb 2017,A,21 Feb 2017,,,,,,
3538,Carnegie  Mellon University,Statistics,PhD,F17,Accepted,E-mail,6 Feb 2017,A,21 Feb 2017,,,,,,
3539,Duke,Statistics,PhD,F17,Accepted,E-mail,31 Jan 2017,A,21 Feb 2017,,,,,,
3540,Oregon State University,A.M Statistics,PhD,F17,Rejected,E-mail,16 Feb 2017,I,21 Feb 2017,Damn...,3.7,167.0,153.0,3.0,
3541,Oregon State University (OSU),Statistics,Masters,F17,Rejected,E-mail,21 Feb 2017,A,21 Feb 2017,frustrated..,3.35,156.0,158.0,3.5,
3542,George Washington University (GWU),Statistics,Masters,F17,Accepted,E-mail,18 Feb 2017,I,21 Feb 2017,Offered merit-based financial assistance,,,,,
3543,Penn State,Statistics,Masters,F17,Accepted,E-mail,20 Feb 2017,A,21 Feb 2017,,3.33,155.0,166.0,4.5,
3544,"California, Santa Barbara (UCSB)",Statistics And Probability,PhD,F17,Accepted,Other,17 Feb 2017,I,21 Feb 2017,I visited one of my favorite professors in UCSB on Friday. The committee chair said they had already made the decision for the first batch of admissions. I was among one of them. Got the TA package with 20k for 3 quarters.,,,,,
3545,Stony Brook University (SBU),Applied Mathematics And Statistics (AMS),PhD,F17,Accepted,E-mail,21 Feb 2017,I,21 Feb 2017,"2nd Offer, 22k TAship+Tuition Scholarship, OR Track",,151.0,170.0,3.5,750.0
3546,ีUniversity Of Wisconsin- Madison,A.M Statistics,PhD,F17,Accepted,E-mail,21 Feb 2017,,21 Feb 2017,,,,,,
3547,Johns Hopkins (JHU),Applied Mathematics And Statistics (AMS),PhD,F17,Accepted,E-mail,20 Feb 2017,,20 Feb 2017,,,,,,
3548,"University Of Michigan, Ann Arbor",Statistics,PhD,F17,Interview,E-mail,8 Feb 2017,O,20 Feb 2017,"Hi, I got an interview two weeks ago, but I haven't heard from Umich so far. I noticed some of you have already received offers. I was wondering did you also get an interview before receiving the offer? and when?  Thank you!",,,,,
3549,(SUNY) Stony Brook,Applied Mathematics And Statistics,PhD,F17,Other,E-mail,20 Feb 2017,I,20 Feb 2017,My Ph.D. offer came without any interview. Hope to help you!,,,,,
3550,University Of Chicago,Statistics,Masters,F17,Other,E-mail,20 Feb 2017,O,20 Feb 2017,"I submitted on the very last day, was accepted",,,,,
3551,University Of Chicago,Statistics,Masters,F17,Other,Other,20 Feb 2017,I,20 Feb 2017,Wired enough. Having seen the acceptances and rejections down below but haven't heard a thing from the school. Wondering if they release the results based on when you submit the app?,,,,,
3552,SUNY Stony Brook University (SBU),Applied Mathematics & Statistics (AMS),PhD,F17,Interview,E-mail,12 Feb 2017,O,20 Feb 2017,"Hi guys, I got an interview about half a month ago. It went well and was an oral offer. But I noticed SBU started to make offers, and I haven't heard anything offcial so far. So did you guys get a interview as well? BTW I applied to OR track.",,,,,
3553,University Of Waterloo,Statistics,PhD,F17,Accepted,E-mail,18 Feb 2017,U,19 Feb 2017,"Email from the professor, unofficial offer, asked to discuss possible projects for me next Wed. Applied math undergrad in the US, stat master w/ thesis in Canada",3.85,160.0,170.0,4.5,
3554,(SUNY) Stony Brook,Apliied Mathematics And Statistics,PhD,F17,Accepted,E-mail,19 Feb 2017,I,19 Feb 2017,Statistics track. I am very glad to communicate with applicants who are admitted to this program. My wechat is syb9428. Hope to hear from you!!,,,,,
3555,University Of California Irvine,Statistics,PhD,F17,Rejected,E-mail,18 Feb 2017,U,19 Feb 2017,,3.93,159.0,169.0,3.5,770.0
3556,The University Of Illinois At Urbana-Champaign,Statistics,PhD,F17,Rejected,E-mail,17 Feb 2017,U,19 Feb 2017,,3.93,159.0,169.0,3.5,770.0
3557,The University Of Connecticut,Applied  Statistics,PhD,F17,Accepted,E-mail,14 Feb 2017,I,18 Feb 2017,,,,,,
3558,ีUniversity Of Maryland - College Park,Applied Mathematics & Statistics And Scientific Computation (AMSC),PhD,F17,Accepted,E-mail,17 Feb 2017,A,18 Feb 2017,,,,,,
3559,College Of Business - University Of Illinois - Urbana Champaign,Statistics,PhD,F17,Accepted,E-mail,17 Feb 2017,I,18 Feb 2017,,,,,,
3560,UC Irvine,Statistics,PhD,F17,Rejected,Website,18 Feb 2017,U,18 Feb 2017,"check from website 
2 rejection from same day 
hope things go better",,,,,
3561,Purdue,Statistics,PhD,F17,Interview,E-mail,17 Feb 2017,I,17 Feb 2017,,,,,,
3562,UIUC,Statistics,PhD,F17,Rejected,E-mail,17 Feb 2017,U,17 Feb 2017,,,,,,
3563,Illinois At Urbana Champaign (UIUC),Statistics,PhD,F17,Rejected,E-mail,17 Feb 2017,U,17 Feb 2017,"3rd rejection lol

going to finish a m.s degree in stat

looking forward to a better result
",,159.0,170.0,4.0,
3564,Illinois At Urbana Champaign (UIUC),STATISTICS,PhD,F17,Rejected,E-mail,17 Feb 2017,I,17 Feb 2017,Just receive an email notifying the rejection. Hope I can get good result in other universities.,,,,,
3565,SUNY Stony Brook University (SBU),Applied Mathematics And Statistics (AMS),PhD,F17,Accepted,E-mail,17 Feb 2017,A,17 Feb 2017,operations research track,3.86,158.0,168.0,4.5,
3566,(SUNY) Stony Brook,Applied Mathematics And Statistics - Quant Fiannce,PhD,F17,Accepted,E-mail,17 Feb 2017,U,17 Feb 2017,Received 2.2k funding for the first year.,,,,,
3567,Western Michigan University,Statistics,PhD,F17,Accepted,E-mail,16 Feb 2017,U,17 Feb 2017,,3.82,167.0,152.0,3.0,
3568,ีUniversity Of Maryland - College Park (UMD),AMSC (Applied Mathematics & Statistics And Scientific Computation),PhD,F17,Accepted,E-mail,17 Feb 2017,A,17 Feb 2017,~25k funding,3.89,160.0,168.0,5.5,740.0
3569,ีUniversity Of Maryland - College Park (UMD),"AMSC (Applied Mathematics, Statistics, Computation)",PhD,F17,Accepted,E-mail,17 Feb 2017,A,17 Feb 2017,,3.99,168.0,168.0,5.0,710.0
3570,Virginia Tech,Statistics,PhD,F17,Interview,E-mail,13 Feb 2017,A,17 Feb 2017,I was on their short-list and had an interview with them.,,,,,
3571,Virginia Tech,Statistics,PhD,F17,Interview,E-mail,13 Feb 2017,A,17 Feb 2017,I was on their short-list and had an interview with them.,4.0,159.0,162.0,4.0,
3572,The University Of Missouri Columbia,Statistics,PhD,F17,Accepted,E-mail,10 Feb 2017,A,17 Feb 2017,So excited one of my top schools! Also was over a tuition waiver and scholarship :),4.0,159.0,162.0,4.0,
3573,The University Of Connecticut,Statistics,PhD,F17,Accepted,E-mail,16 Feb 2017,A,17 Feb 2017,,3.65,168.0,170.0,5.0,
3574,The University Of Illinois At Urbana-Champaign (UIUC),Statistics,PhD,F17,Other,Other,17 Feb 2017,I,17 Feb 2017,Any International student got accepted yet?,,146.0,170.0,4.0,
3575,Purdue West Lafayette,Statistics,PhD,F17,Other,Other,17 Feb 2017,I,17 Feb 2017,To the post below: No idea when they'd start to send out admits. Sorry!,,,,,
3576,Purdue University,Statistics,PhD,F17,Other,Other,17 Feb 2017,U,17 Feb 2017,"To the post below, do you know when will purdue give offers? Many thanks! Good luck!",,,,,
3577,Purdue West Lafayette,Statistics,PhD,F17,Rejected,E-mail,17 Feb 2017,I,17 Feb 2017,"Email to check website.

Got an admit from NCSU. I believe NCSU is a better department for me.",4.0,162.0,166.0,3.5,
3578,ีUniversity Of Wisconsin- Madison,Statistics,PhD,F17,Rejected,E-mail,17 Feb 2017,A,17 Feb 2017,,,,,,
3579,University Of Wisconsin–Madison (UW Madison),Statistics,PhD,F17,Rejected,E-mail,16 Feb 2017,A,16 Feb 2017,"Not surprised, was expecting a mixed bag and so far 1 for 2. In case readers are curious, my application was pretty strong with the exception of my undergrad GPA (3.5 in math from top 10 liberal arts school nationally). 332 GRE, great resume, paper will be published in math research, no GRE subject test, good letters (I assume) and SOP. Happy to be 1 for 2 (accepted to UMN)  and I'm sure they admitted very amazing people.",3.48,165.0,167.0,6.0,
3580,Kansas State University,Statistics,Masters,F17,Accepted,E-mail,16 Feb 2017,A,16 Feb 2017,,3.94,163.0,170.0,5.0,
3581,University Of Wisconsin- Madison,A.M Statistics,PhD,F17,Rejected,E-mail,16 Feb 2017,A,16 Feb 2017,,3.91,161.0,168.0,4.0,
3582,ีUniversity Of Wisconsin- Madison,A.M Statistics,PhD,F17,Rejected,E-mail,16 Feb 2017,U,16 Feb 2017,,,,,,
3583,Rice Ｕniversity,Statistics,PhD,F17,Accepted,E-mail,10 Feb 2017,A,16 Feb 2017,,3.92,158.0,158.0,4.5,
3584,ีUniversity Of Wisconsin- Madison,Statistics,Masters,F17,Rejected,E-mail,16 Feb 2017,A,16 Feb 2017,,3.92,158.0,159.0,4.5,
3585,ีUniversity Of Wisconsin- Madison,A.M Statistics,Masters,F17,Rejected,E-mail,16 Feb 2017,U,16 Feb 2017,,,,,,
3586,University Of Washington,Statistics,Masters,F17,Accepted,E-mail,16 Feb 2017,A,16 Feb 2017,Unofficial notice from the department that they want to confirm my interest before making an offer. Shady way to depress acceptance rate and boost yield.,,168.0,160.0,5.0,
3587,University Of North Carolina (UNC) Chapel Hill,Statistics,PhD,F17,Other,Other,16 Feb 2017,O,16 Feb 2017,Congrats to the person who was admitted! Do you mind telling us if you had interviews/contact with faculty or department before you were admitted?,,,,,
